kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K02894,3896.730297,-4.132808769,0.903185981,-4.575811467,4.74E-06,9.73E-05
K07530,418.3715478,-7.771491903,1.699918571,-4.571684806,4.84E-06,9.90E-05
K16756,3775.069093,-5.408173662,1.184874698,-4.564342264,5.01E-06,0.000102172
K07108,372.2442755,7.154798155,1.570281969,4.55637796,5.20E-06,0.000105806
K02725,315.1488642,-11.00021884,2.419681297,-4.546143679,5.46E-06,0.000110751
K08269,749.700266,-8.245498504,1.814631965,-4.543895767,5.52E-06,0.000111608
K12650,635.474367,4.350581531,0.957699806,4.542740329,5.55E-06,0.000111891
K02157,666.6578142,-8.735110638,1.924439929,-4.539040427,5.65E-06,0.000113537
K04714,951.6102422,-6.349298374,1.399072208,-4.53822064,5.67E-06,0.000113645
K01096,390.5373478,8.490117729,1.872159295,4.534933406,5.76E-06,0.000115092
K16567,169.9746196,-6.193622199,1.366206595,-4.533444811,5.80E-06,0.000115523
K18995,439.2442643,-9.755197816,2.152081282,-4.532913278,5.82E-06,0.000115523
K02112,559.5972455,4.52280537,0.998250149,4.530733476,5.88E-06,0.000116383
K05103,1002.467101,-4.957787184,1.094724726,-4.52879803,5.93E-06,0.000116818
K17921,290.8124643,-8.629633444,1.90553308,-4.528724026,5.93E-06,0.000116818
K02872,1279.560674,-6.523286725,1.444344403,-4.516434384,6.29E-06,0.000123448
K08894,1191.139384,-9.678832548,2.144348448,-4.513647284,6.37E-06,0.000124724
K15704,1380.222934,-13.13092899,2.922886651,-4.492452345,7.04E-06,0.000137416
K00920,495.8498421,-7.605934814,1.693790405,-4.490481698,7.11E-06,0.000138298
K01720,253.1527716,-8.953754357,1.998301974,-4.480681335,7.44E-06,0.000144392
K17596,504.9575508,-11.68032302,2.610263641,-4.474767542,7.65E-06,0.000148027
K12543,4247.885463,-6.625550588,1.482244984,-4.469942997,7.82E-06,0.000150978
K15640,107.4267995,8.99968617,2.016900423,4.462137084,8.11E-06,0.000156144
K11124,5973.23447,-3.046957688,0.682997392,-4.461155667,8.15E-06,0.00015642
K13584,554.27408,-5.817196255,1.304599597,-4.458989767,8.23E-06,0.00015726
K08412,452.368832,-9.314411014,2.088991541,-4.458807434,8.24E-06,0.00015726
K14531,445.5648171,3.763500247,0.844191609,4.458111411,8.27E-06,0.000157332
K17081,963.2231715,-5.834210988,1.31002969,-4.453495238,8.45E-06,0.000160308
K01903,965.0028441,6.091949331,1.368096397,4.452865562,8.47E-06,0.000160333
K00622,539.8172271,-8.392583674,1.885260884,-4.451682918,8.52E-06,0.000160774
K15348,240.6055333,-7.415284298,1.667591164,-4.446704001,8.72E-06,0.000164091
K16291,15918.41675,-2.05748058,0.462933891,-4.444437141,8.81E-06,0.000165375
K18758,586.3188612,-9.953282283,2.24433385,-4.434849246,9.21E-06,0.000172435
K10882,204.7973296,9.032477717,2.037926045,4.432191118,9.33E-06,0.000174098
K05081,417.0970422,-11.40454627,2.578487509,-4.422959675,9.74E-06,0.000181213
K08729,416.1287531,-11.4011893,2.582206562,-4.415289414,1.01E-05,0.000187249
K02667,678.8740907,-4.596624324,1.041638367,-4.412879239,1.02E-05,0.000188833
K16719,361.4921356,-8.198690577,1.862120763,-4.402878019,1.07E-05,0.000197221
K15555,223.9890427,6.766386213,1.53891763,4.396847552,1.10E-05,0.000202232
K08019,694.7402943,-9.082900186,2.074985612,-4.377331646,1.20E-05,0.000220614
K12580,1162.398114,-6.295721745,1.440332871,-4.371018584,1.24E-05,0.000226482
K15224,6244.255676,-3.144970381,0.721281103,-4.360256173,1.30E-05,0.000237277
K13110,889.2064614,4.828441639,1.108461264,4.355985902,1.32E-05,0.000241306
K08826,1636.942128,-6.051269554,1.391401089,-4.349047591,1.37E-05,0.000248405
K12179,238.8850745,-10.60045894,2.440917018,-4.342818237,1.41E-05,0.000254879
K10333,218.8929237,-10.47437107,2.415941412,-4.335523625,1.45E-05,0.000262783
K11383,376.4705187,5.155068335,1.191935845,4.324954533,1.53E-05,0.000274976
K11865,324.7159586,-4.753217644,1.099219226,-4.324176226,1.53E-05,0.000275223
K00994,1052.744023,-12.02859251,2.782470546,-4.322990058,1.54E-05,0.000275541
K17230,206.3686577,9.986181253,2.310138285,4.322763412,1.54E-05,0.000275541
K08624,498.9528372,-11.66302819,2.709879112,-4.303892426,1.68E-05,0.000299321
K04116,754.0011624,-8.797476692,2.045106529,-4.301720506,1.69E-05,0.000301484
K08527,492.4400405,-10.6816742,2.484362489,-4.29956347,1.71E-05,0.000303642
K04397,1647.295234,5.058149787,1.1767527,4.298396586,1.72E-05,0.000304454
K17836,9523.206176,2.40715498,0.561390352,4.287845296,1.80E-05,0.000318453
K11934,182.4469914,11.65231149,2.720131693,4.283730646,1.84E-05,0.000323566
K04693,755.8695034,-8.83609361,2.064221259,-4.28059423,1.86E-05,0.000327317
K12195,410.6793985,-11.38216884,2.661767915,-4.276168773,1.90E-05,0.000333032
K10779,484.1203821,-8.824202022,2.066344174,-4.270441553,1.95E-05,0.000340827
K09105,329.5153725,-10.10167403,2.367057026,-4.26760907,1.98E-05,0.000344302
K14343,894.5073063,-8.668498321,2.032674506,-4.264577675,2.00E-05,0.000347987
K01178,147.2609059,11.34373946,2.660433953,4.263868096,2.01E-05,0.000347987
K03108,3268.658905,-2.500727634,0.586539151,-4.263530627,2.01E-05,0.000347987
K12444,133.243922,11.19938906,2.632672924,4.253999406,2.10E-05,0.000362042
K07177,1165.543939,4.203749136,0.988292278,4.253548499,2.10E-05,0.000362042
K13197,471.3643234,-11.5809791,2.729993013,-4.242127744,2.21E-05,0.00037956
K10145,559.1806196,-8.185644668,1.929742486,-4.241832642,2.22E-05,0.00037956
K03251,178.7440677,-9.216796492,2.17394746,-4.239659265,2.24E-05,0.000382296
K18710,356.9301846,-11.17977792,2.638419184,-4.237301634,2.26E-05,0.000385367
K19475,277.9069997,-7.659382338,1.808103,-4.236142707,2.27E-05,0.000386397
K17918,1018.768463,-8.723821009,2.060749843,-4.233323631,2.30E-05,0.000390304
K12148,128.3110424,10.18232208,2.407328535,4.229718518,2.34E-05,0.00039563
K03246,487.2381536,-7.690122149,1.818392354,-4.229077478,2.35E-05,0.000395779
K10799,1635.658484,-5.33902163,1.262876267,-4.227668039,2.36E-05,0.000397285
K13140,1132.823387,-10.2142591,2.419284867,-4.222015869,2.42E-05,0.000406381
K01574,477.4660061,9.029996306,2.141591592,4.216488494,2.48E-05,0.000415445
K03196,139.2105388,11.26241165,2.67438973,4.211208085,2.54E-05,0.000424238
K06225,698.3385337,-9.235877305,2.19578074,-4.206192876,2.60E-05,0.0004327
K18989,164.9898231,11.50788599,2.737695545,4.203493707,2.63E-05,0.000436829
K02993,1153.713931,-5.419342189,1.290916659,-4.198057365,2.69E-05,0.00044636
K06839,504.3274838,8.259201611,1.972193862,4.187824417,2.82E-05,0.000465833
K15977,9526.502285,1.412815748,0.337794202,4.18247483,2.88E-05,0.000475782
K06593,100.2184265,8.390185614,2.011854473,4.170374014,3.04E-05,0.000500556
K04496,1057.776542,-6.898201075,1.656175014,-4.165140167,3.11E-05,0.000510948
K09420,205.1410937,11.82133981,2.839276401,4.163504408,3.13E-05,0.00051339
K06730,361.2395266,-11.19709824,2.695928556,-4.153336414,3.28E-05,0.000535469
K12191,1088.780098,4.599856516,1.107712016,4.152574361,3.29E-05,0.000535974
K00804,374.4523736,-8.626842761,2.078262428,-4.150988175,3.31E-05,0.000538418
K00521,161.9979539,11.48148334,2.769715536,4.145365539,3.39E-05,0.000549624
K05102,1175.315761,-6.489378383,1.565522791,-4.14518295,3.40E-05,0.000549624
K03462,633.4823931,-3.48661951,0.841855745,-4.141587832,3.45E-05,0.000556993
K08518,1149.18063,-6.005416577,1.451008172,-4.138788941,3.49E-05,0.000562501
K15690,3997.756208,-4.896526061,1.183674961,-4.136715079,3.52E-05,0.000566271
K01326,281.270723,-10.83611549,2.620755709,-4.134729326,3.55E-05,0.000569848
K15180,260.2454173,-9.76104174,2.362497096,-4.131662957,3.60E-05,0.000576153
K17500,322.8962068,-11.03519776,2.671814509,-4.130226004,3.62E-05,0.000578411
K08868,615.3026485,-9.413805399,2.280084311,-4.128709344,3.65E-05,0.000580882
K11867,203.5706223,-10.36971491,2.513475996,-4.125647083,3.70E-05,0.000587297
K11622,5739.633237,2.208654306,0.536263505,4.118598948,3.81E-05,0.000604144
K03486,2916.3757,5.094076805,1.237152791,4.117580984,3.83E-05,0.000604966
K15504,600.0060131,-5.367188229,1.30359576,-4.117218232,3.83E-05,0.000604966
K13882,235.1993432,12.01857301,2.921032569,4.114494696,3.88E-05,0.000610743
K03727,189.2763295,11.70524518,2.849200635,4.108255852,3.99E-05,0.000626031
K08339,471.7228275,-11.58205518,2.824383087,-4.100738044,4.12E-05,0.000645239
K15713,1541.315044,-6.205927166,1.51356606,-4.100202383,4.13E-05,0.000645254
K01281,1248.2234,-4.69286149,1.144958379,-4.098717975,4.15E-05,0.000647923
K07182,1692.543375,2.954995133,0.722873936,4.087842963,4.35E-05,0.000677502
K11643,291.6691521,-10.88847452,2.664591659,-4.086357653,4.38E-05,0.000680303
K08283,1878.561134,-6.864784314,1.680525291,-4.084903899,4.41E-05,0.000681044
K14829,599.0100585,-10.1705313,2.490101851,-4.084383654,4.42E-05,0.000681044
K12598,414.7426552,-11.39636245,2.790462072,-4.084041337,4.43E-05,0.000681044
K03229,444.1516823,8.302619116,2.03296081,4.084003526,4.43E-05,0.000681044
K09173,341.5545818,-6.807250682,1.668134633,-4.080756163,4.49E-05,0.000689078
K02296,583.229797,-5.832208384,1.430310524,-4.077581957,4.55E-05,0.000696984
K12837,545.5212117,-6.231835258,1.53051449,-4.071725748,4.67E-05,0.000713146
K15361,746.256256,-7.602982089,1.867553877,-4.071091166,4.68E-05,0.000713495
K07935,950.9045507,-12.59338961,3.094209962,-4.069985477,4.70E-05,0.000715293
K10400,3025.913559,-2.758813271,0.679759082,-4.058516237,4.94E-05,0.000749672
K13638,19018.84183,-1.480981324,0.365530645,-4.051592786,5.09E-05,0.000770497
K06447,172.8951182,-10.13404302,2.50294934,-4.048840645,5.15E-05,0.000777887
K19309,25042.51332,-1.873276017,0.462733928,-4.048278943,5.16E-05,0.000778035
K04735,342.8994077,-8.066605948,1.9940357,-4.045366865,5.22E-05,0.000786035
K15008,372.0823762,-6.687396423,1.654457241,-4.042048508,5.30E-05,0.000795493
K01922,211.3828584,5.260209754,1.304195752,4.033297722,5.50E-05,0.000823907
K13809,288.0927123,-10.87065452,2.699021664,-4.027627739,5.63E-05,0.000842178
K07571,14321.48574,1.787642896,0.443908767,4.027050214,5.65E-05,0.000842405
K08320,204.8507101,6.873265102,1.708831622,4.022201493,5.77E-05,0.000858067
K07917,864.2802557,-12.45559218,3.099379227,-4.01873771,5.85E-05,0.000868885
K08783,131.8457058,11.18442294,2.783818488,4.017655244,5.88E-05,0.000870991
K09498,162.3717895,-10.04345701,2.501110231,-4.015599508,5.93E-05,0.000876717
K02497,263.530439,6.705444702,1.671109309,4.01257097,6.01E-05,0.000886127
K04695,476.9768446,-7.714224886,1.928619165,-3.999869454,6.34E-05,0.000933042
K11986,346.636295,-7.790201004,1.949993543,-3.994988103,6.47E-05,0.000950427
K16139,907.4068337,3.749658952,0.940047838,3.988795889,6.64E-05,0.000973484
K01135,333.782681,-10.11940223,2.537725869,-3.98758682,6.67E-05,0.000974822
K11728,3762.487248,-6.077826693,1.52423755,-3.987453722,6.68E-05,0.000974822
K07649,183.7792146,-6.573943666,1.653996122,-3.974582272,7.05E-05,0.001026877
K05012,3615.499502,-6.323399717,1.592450263,-3.970861674,7.16E-05,0.001040829
K03504,374.7318062,-7.85192471,1.980940167,-3.963736432,7.38E-05,0.001070128
K15732,531.2572223,-6.831051592,1.725230471,-3.959500895,7.51E-05,0.001086977
K16792,14128.49505,1.895814433,0.479174386,3.956418558,7.61E-05,0.001098763
K08841,350.584164,-9.478210594,2.396041283,-3.955779336,7.63E-05,0.001099381
K15336,307.5110885,-9.204967811,2.331485689,-3.948112508,7.88E-05,0.001132792
K07337,510.1480972,4.938413841,1.251454613,3.946138988,7.94E-05,0.001139766
K07203,1447.057905,-5.734014442,1.45600855,-3.938173606,8.21E-05,0.001175794
K07442,78.81134616,7.237409893,1.839242674,3.934994548,8.32E-05,0.001188974
K09859,686.2658744,5.352763785,1.360500068,3.934409053,8.34E-05,0.001189387
K17941,333.6789503,-10.11988485,2.578245095,-3.925105828,8.67E-05,0.00123373
K04307,601.6165135,4.719056058,1.202744064,3.923574598,8.72E-05,0.00123902
K03241,907.2935712,-4.614694769,1.177629016,-3.91863202,8.91E-05,0.001262076
K03139,813.0391839,-12.36741413,3.158797714,-3.915228276,9.03E-05,0.001277365
K10563,1866.996666,3.15464722,0.807348859,3.90741522,9.33E-05,0.001316644
K02240,279.931384,7.000650917,1.79423498,3.901746981,9.55E-05,0.001345087
K00658,1485.873684,-2.646775691,0.678751075,-3.899479185,9.64E-05,0.001354953
K10984,2028.265106,3.087391219,0.793648906,3.89012219,0.000100194,0.001402569
K13177,383.1170811,-7.940386065,2.04125016,-3.88996225,0.00010026,0.001402569
K15436,550.2116276,-8.711666781,2.239724867,-3.889614707,0.000100404,0.001402569
K10461,1276.151398,-4.917204846,1.265099384,-3.886813091,0.000101569,0.001415953
K16531,2652.074435,2.081407376,0.535727815,3.885195646,0.000102248,0.001422511
K01730,3929.806391,4.097152787,1.054887287,3.883972095,0.000102764,0.001426786
K08577,402.2878616,-7.376586266,1.901759723,-3.878821377,0.000104964,0.001454377
K00484,1414.971527,-2.552227137,0.65812289,-3.878040372,0.000105301,0.001456099
K07528,637.1877114,-11.05352318,2.855399144,-3.87109564,0.000108347,0.001495192
K00729,928.6043666,5.05908532,1.31121092,3.85833068,0.000114164,0.001572288
K18953,3718.525828,-5.771123506,1.497497716,-3.853844613,0.000116277,0.001598171
K09187,4386.367352,-2.494280564,0.647884191,-3.849886443,0.000118173,0.001620958
K00073,1120.44559,5.175449322,1.345116136,3.847585487,0.000119288,0.001632974
K15383,3997.982225,-2.533051756,0.659437581,-3.841230513,0.000122419,0.00167249
K03028,332.6725719,-6.390348329,1.665333732,-3.837277901,0.000124406,0.001694348
K01654,8380.509089,1.755872166,0.457608518,3.837061808,0.000124515,0.001694348
K06110,381.8457796,-8.291445116,2.165384669,-3.829086459,0.00012862,0.001746724
K13204,287.1075337,-7.874262955,2.057006901,-3.828019708,0.000129178,0.001750351
K03111,62834.12664,1.178844198,0.307985372,3.827598014,0.0001294,0.001750351
K12212,104.5279822,10.84904549,2.834786666,3.827111795,0.000129656,0.001750351
K05955,304.5585527,-10.95083533,2.862500681,-3.825618418,0.000130444,0.001757523
K07722,399.2130131,3.994188473,1.0452845,3.821149624,0.000132831,0.0017834
K06508,530.685077,9.735492315,2.54786062,3.821045876,0.000132887,0.0017834
K19522,350.6725941,-8.54059828,2.235535951,-3.820380646,0.000133246,0.001784711
K11967,972.5001369,-5.81123097,1.521685838,-3.818942664,0.000134025,0.001791632
K04646,9512.924299,3.766947354,0.986614806,3.818052731,0.000134509,0.001794594
K09516,1332.042742,-5.290779439,1.386135654,-3.816927603,0.000135124,0.00179928
K07553,220.7131256,-9.523136502,2.495786077,-3.815686204,0.000135805,0.001804833
K01502,709.0850858,5.183753424,1.358729709,3.81514689,0.000136102,0.001805267
K02154,4223.22549,-2.707218953,0.709995127,-3.81301061,0.000137284,0.00181742
K04962,681.6260347,2.982089563,0.782820617,3.809416228,0.000139295,0.001840476
K04739,7954.948759,-6.631008069,1.741144855,-3.808418381,0.000139858,0.00184435
K18990,291.4358822,9.165220668,2.409541601,3.803719623,0.00014254,0.001876084
K16580,226.8667221,-8.805604663,2.317826407,-3.799078583,0.000145235,0.001907886
K09191,1584.214349,-4.740461757,1.248471446,-3.797012556,0.00014645,0.001920158
K13170,1454.42359,-3.865436468,1.01830104,-3.795966336,0.000147069,0.001924581
K06390,1133.728194,2.471227921,0.651764414,3.791596882,0.000149682,0.001955021
K07420,514.8550997,-6.541523083,1.72754969,-3.786590407,0.000152729,0.001990978
K18197,17322.69635,2.050566598,0.541601011,3.786120328,0.000153018,0.001990978
K16778,4569.916348,4.374759444,1.156078288,3.784137708,0.000154242,0.002003099
K16605,258.408704,3.76547893,0.996296993,3.779474351,0.00015716,0.002037113
K19084,10752.83675,-2.606549286,0.690862011,-3.772894219,0.000161365,0.002087656
K15667,290.8675082,5.14900563,1.36604529,3.769278858,0.00016372,0.002114122
K14842,549.3111285,-6.5821044,1.748197307,-3.765080962,0.000166495,0.002145902
K04065,211.3027652,4.968707346,1.320340384,3.763201828,0.000167752,0.002158026
K15865,861.231448,-8.43357197,2.242238303,-3.761229107,0.00016908,0.002168923
K08941,195.6543396,11.75360652,3.125126048,3.761002384,0.000169234,0.002168923
K02012,15098.00001,1.75156115,0.465850033,3.759924921,0.000169964,0.002174207
K03033,230.4838438,-10.54881392,2.806252843,-3.759039013,0.000170567,0.002177841
K10481,3624.340788,-6.047320277,1.609388691,-3.757526266,0.000171601,0.002186957
K13892,306.6833723,11.43969443,3.045602374,3.756135248,0.000172557,0.002193518
K04443,198.4062088,-7.650781571,2.037034013,-3.755843801,0.000172758,0.002193518
K17329,360.8841349,12.6367551,3.371484453,3.748127947,0.000178159,0.002257897
K12418,565.9436532,5.211233807,1.391406341,3.74529974,0.000180179,0.002279258
K18578,1585.669768,-4.802451157,1.2861794,-3.733889033,0.000188546,0.002380693
K00921,132.7835,-8.788933361,2.354816571,-3.732321859,0.000189723,0.002391138
K10335,181.9435494,-8.037238495,2.159436952,-3.721913941,0.000197718,0.002487319
K09454,1508.839494,-5.494823122,1.477054859,-3.720121218,0.000199127,0.002492381
K03125,264.5249021,-6.880787449,1.84964449,-3.720059441,0.000199176,0.002492381
K19088,174.9099303,6.030068864,1.620982146,3.720009428,0.000199215,0.002492381
K11304,177.459682,-10.17165209,2.737795025,-3.715271597,0.000202986,0.002534907
K04684,393.3283145,-5.178682117,1.396491287,-3.708352616,0.000208612,0.002600417
K18463,192.2926019,-10.28746159,2.779103595,-3.701719364,0.000214143,0.002664506
K17834,229.5474523,-7.389238538,1.996547934,-3.701007331,0.000214745,0.002667136
K04716,290.5646737,-7.433018788,2.010414139,-3.697257518,0.000217941,0.002701917
K02587,141.3677676,11.28460595,3.052820138,3.696452932,0.000218633,0.002702775
K14322,286.6692036,-8.30755564,2.24755914,-3.69625675,0.000218802,0.002702775
K08020,3172.008229,-2.870599993,0.778159811,-3.688959458,0.000225173,0.00277212
K10597,287.8128636,-8.715523254,2.362667515,-3.688848811,0.000225271,0.00277212
K01843,4181.835602,2.138971929,0.579912314,3.688440264,0.000225633,0.00277212
K08963,14187.46384,-3.633254244,0.985536777,-3.686573984,0.000227293,0.002787506
K14406,243.3929018,-10.62742105,2.884752226,-3.683997867,0.000229604,0.002810799
K00507,306.1484302,-9.201225962,2.498947631,-3.682040331,0.000231375,0.00282361
K13642,857.8989826,2.790243054,0.757821317,3.681927379,0.000231477,0.00282361
K08578,313.446056,-6.597815138,1.79260433,-3.680575255,0.000232708,0.002833567
K01371,8796.084143,-2.903703501,0.790102607,-3.675096724,0.000237759,0.002889918
K05520,383.4567321,4.46547763,1.215259952,3.674504063,0.000238312,0.002891489
K18400,3022.073305,-4.518165306,1.229939407,-3.673486092,0.000239264,0.002897348
K08800,760.2950224,-5.774159635,1.572020591,-3.673081427,0.000239643,0.002897348
K04704,320.5236671,-9.267922598,2.524928322,-3.670568593,0.000242012,0.002920814
K10647,237.0371556,-5.958366242,1.62430992,-3.668244692,0.000244221,0.002937764
K09409,2049.772263,-4.638011544,1.26438782,-3.66818746,0.000244276,0.002937764
K08330,1220.956989,3.223426837,0.87903142,3.667021181,0.000245392,0.002946004
K00861,1276.454143,-4.493959516,1.225687574,-3.66648044,0.000245912,0.002947058
K14966,984.939077,-3.491873807,0.952959479,-3.664241642,0.000248073,0.002964018
K03530,65794.43259,1.035022281,0.282475338,3.664115554,0.000248195,0.002964018
K03242,238.0212949,-6.47360915,1.768313472,-3.660894549,0.000251336,0.002996296
K06039,187.8381631,6.683625046,1.826830425,3.658590834,0.000253606,0.003018086
K03735,1526.416976,-2.977697828,0.814621255,-3.655315656,0.000256866,0.003051565
K13797,3889.188133,2.048147528,0.561093544,3.65027819,0.000261956,0.00310664
K10395,7040.386488,-3.36428094,0.922489398,-3.646958922,0.000265362,0.003141577
K05730,1251.515296,-7.802239394,2.139894433,-3.646086122,0.000266265,0.003146807
K03981,627.8826939,2.891721482,0.79386244,3.642597681,0.000269901,0.003184267
K04427,301.2234731,-8.784706772,2.414246783,-3.638694617,0.000274024,0.003223946
K14461,1428.957946,-2.891052731,0.794567979,-3.638521571,0.000274208,0.003223946
K02308,134.8951276,-6.859067822,1.887983859,-3.633011897,0.000280132,0.003287942
K08493,2622.9628,-3.619084058,0.996577761,-3.631511962,0.000281766,0.003301442
K18547,2469.123922,3.56824248,0.983129329,3.629474143,0.000283999,0.003321915
K10661,936.2858474,-6.0260144,1.662842647,-3.623923412,0.000290168,0.003388264
K12494,1707.667229,-4.204193486,1.160539119,-3.622621087,0.000291633,0.003395025
K03197,4738.65329,4.167192205,1.150355486,3.622525608,0.000291741,0.003395025
K14326,8629.41037,-1.90584601,0.52628262,-3.62133564,0.000293086,0.003404882
K07369,5466.28709,1.448786028,0.400317738,3.619090262,0.000295641,0.003427223
K11217,942.3416549,-4.710497824,1.301686658,-3.618764774,0.000296013,0.003427223
K04013,167.5815584,11.53010837,3.189275968,3.615274591,0.000300029,0.003464821
K07583,545.4649449,-11.79157428,3.261814648,-3.615035051,0.000300307,0.003464821
K06771,125.6271514,11.11390031,3.074904966,3.614388226,0.000301058,0.003464821
K12476,689.4473423,-7.630255609,2.111194184,-3.614189384,0.000301289,0.003464821
