kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K05764,183.8490296,-0.00054824,3.726164756,-0.000147132,0.999882605,0.999882605
K00001,7883.932711,-3.221131582,1.223642626,-2.632412041,NA,NA
K00020,1649.87343,-3.774530465,1.717400354,-2.197816285,NA,NA
K00026,3138.242823,-3.77430725,1.646878618,-2.291794433,NA,NA
K00071,305.4343505,-0.299195582,3.167048019,-0.094471439,NA,NA
K00106,3388.158258,2.244516741,1.652728969,1.358067041,NA,NA
K00146,203.3225844,-0.183064565,3.726086574,-0.049130518,NA,NA
K00156,1943.297409,4.638372517,1.427798407,3.248618637,NA,NA
K00183,574.0077178,-1.16270604,1.799528622,-0.646117003,NA,NA
K00193,315.8819296,-0.815570554,1.529863566,-0.533100188,NA,NA
K00200,114.3467534,-7.881957676,3.86988866,-2.036740167,NA,NA
K00202,1183.353207,3.198906543,1.325432027,2.413482154,NA,NA
K00207,285.6441589,0.895634102,3.325180639,0.269349007,NA,NA
K00227,2345.283097,6.315381122,1.984996327,3.181558089,NA,NA
K00231,1026.813351,11.73257455,1.839506059,6.37811139,NA,NA
K00234,6021.852368,0.510117199,1.16573876,0.437591351,NA,NA
K00237,203.0517371,5.306027467,3.731110329,1.422104146,NA,NA
K00255,229.9055726,-2.753780325,1.734111798,-1.588006222,NA,NA
K00274,3030.09151,-1.803203128,1.450872495,-1.242840521,NA,NA
K00294,1428.122902,3.466189969,1.491337453,2.324215731,NA,NA
K00306,90.39815721,-23.26911934,3.907067851,-5.955647618,NA,NA
K00310,620.7700006,-1.821687625,1.641165586,-1.109996237,NA,NA
K00315,651.1183536,-11.47759478,3.855640134,-2.97683248,NA,NA
K00327,4183.844942,-2.157826988,1.403992612,-1.536921897,NA,NA
K00332,157.44601,-5.108952659,2.161739218,-2.363352904,NA,NA
K00350,962.6619672,-2.144715603,1.162918685,-1.844252424,NA,NA
K00360,766.9363481,-0.398904955,2.435384799,-0.163795452,NA,NA
K00372,771.9136376,-0.970481078,1.902876716,-0.510007333,NA,NA
K00387,811.9037569,4.661172975,2.501652014,1.863237952,NA,NA
K00413,154.8472941,0.05732587,3.472487356,0.01650859,NA,NA
K00415,844.8707165,-0.847513167,2.034871738,-0.416494638,NA,NA
K00457,147.8343707,-7.333142249,3.813381824,-1.923002361,NA,NA
K00463,341.9480282,-2.725899927,3.726884667,-0.731415155,NA,NA
K00474,144.6093878,-0.37498143,3.560435415,-0.105318981,NA,NA
K00490,127.7927925,1.233506468,3.72662753,0.330998056,NA,NA
K00502,337.3741977,-10.41105848,3.512128802,-2.964315681,NA,NA
K00524,369.0632579,9.265185299,2.536187331,3.653194377,NA,NA
K00526,700.0530292,4.733099051,1.43674816,3.294313634,NA,NA
K00528,114.4008753,6.195390125,3.182733556,1.946562606,NA,NA
K00529,44.82746291,-3.39554055,3.364759007,-1.009148216,NA,NA
K00570,2266.21505,0.072415333,1.303538815,0.055552878,NA,NA
K00649,350.8351823,-9.093442984,3.022817,-3.00826778,NA,NA
K00653,50.61691653,-0.723741634,3.730166371,-0.194023955,NA,NA
K00659,1934.28005,-6.403793015,1.604909202,-3.99012792,NA,NA
K00663,36380.71329,4.233547478,1.387454136,3.051306251,NA,NA
K00670,237.4780399,-4.711066295,2.378686203,-1.980532904,NA,NA
K00678,80.23963916,-9.026508719,3.709100411,-2.433611312,NA,NA
K00687,645.2565373,2.627041845,1.667878256,1.575080097,NA,NA
K00693,166.9370962,9.140861575,3.209393106,2.848158912,NA,NA
K00694,3774.125934,-2.468674321,1.585855631,-1.556682886,NA,NA
K00709,59.07404738,-5.266971413,3.779675637,-1.393498257,NA,NA
K00778,1805.362564,-10.4849266,2.658812766,-3.943461807,NA,NA
K00780,87.73939788,1.696164869,3.369256654,0.503424061,NA,NA
K00813,417.866268,-6.812442643,1.996863808,-3.411570992,NA,NA
K00867,320.0087467,3.606252882,1.824738344,1.976312327,NA,NA
K00875,149.6829191,7.24053371,2.732529033,2.649755455,NA,NA
K00883,159.6187492,-0.681700296,1.941927954,-0.351043042,NA,NA
K00884,125.1474408,-1.879859936,2.10886204,-0.891409633,NA,NA
K00898,76.95917982,-23.00013798,3.907120778,-5.886723058,NA,NA
K00911,205.7357297,-4.108761358,1.731128567,-2.373458238,NA,NA
K00913,1335.755744,-2.777989431,1.681257913,-1.652327944,NA,NA
K00915,2375.691596,3.549129831,1.418267828,2.50243978,NA,NA
K00958,313.8698065,2.012299661,1.599975846,1.257706274,NA,NA
K00968,878.3126371,-1.379089951,2.338912573,-0.589628688,NA,NA
K00976,185.8595711,0.712958973,2.818506503,0.252956299,NA,NA
K00999,219.9610537,1.62492572,1.80753557,0.898973025,NA,NA
K01016,695.672048,0.246603344,1.350425814,0.182611545,NA,NA
K01021,94.38980289,5.802932421,2.845966787,2.039002159,NA,NA
K01031,36.54023141,-7.891555322,3.907514652,-2.01958432,NA,NA
K01047,121.1550829,-0.919446859,1.650810596,-0.556966899,NA,NA
K01070,1992.866609,-3.710488402,1.892329792,-1.960804305,NA,NA
K01109,1049.569347,-8.781513984,1.660597937,-5.288163853,NA,NA
K01116,58.46503106,-6.504767405,3.003892122,-2.165446408,NA,NA
K01136,180.0674123,-2.717021925,1.703053504,-1.595382599,NA,NA
K01144,4906.213339,-2.294016524,1.135746506,-2.01983146,NA,NA
K01146,226.4015306,-0.512302795,3.210918414,-0.159550237,NA,NA
K01160,1960.433778,5.33307173,1.504954369,3.543676698,NA,NA
K01189,446.9858582,-9.040546945,2.99669121,-3.016843014,NA,NA
K01199,982.0046996,3.648097181,3.04779245,1.196963783,NA,NA
K01210,9082.488389,-7.0022763,1.345050772,-5.205956866,NA,NA
K01228,73.63974867,-8.331599937,3.907137884,-2.132404892,NA,NA
K01229,287.7865009,-8.697189765,2.116668619,-4.108904761,NA,NA
K01256,1527.093453,3.602962882,1.170726673,3.077544029,NA,NA
K01279,59.39000025,3.083974203,2.796849969,1.102659863,NA,NA
K01296,3599.257268,-1.27041902,1.347794554,-0.942591003,NA,NA
K01325,369.4764812,-1.116643631,2.143872299,-0.520853612,NA,NA
K01354,170.2779292,-8.011136248,3.74955256,-2.136557928,NA,NA
K01370,924.3480881,-0.57961871,1.932070459,-0.299998743,NA,NA
K01379,661.2930563,0.344325907,1.435598041,0.239848409,NA,NA
K01389,234.670183,-24.55943402,3.906881478,-6.286198892,NA,NA
K01393,45.28494367,-1.598363427,3.733093714,-0.428160542,NA,NA
K01401,819.0116499,-2.630265841,1.597113237,-1.646887509,NA,NA
K01403,135.8692216,9.385895038,3.864652221,2.428651921,NA,NA
K01426,281.6454618,5.277135406,2.116533676,2.493291491,NA,NA
K01456,659.8416932,-3.617456386,1.58340273,-2.284609163,NA,NA
K01459,421.9342278,-8.99920291,3.391700618,-2.653301079,NA,NA
K01468,11882.01922,2.876166762,1.227119881,2.343835193,NA,NA
K01469,143.190859,-8.897914439,3.199252029,-2.781248354,NA,NA
K01497,146.459167,0.78623796,2.44652387,0.321369421,NA,NA
K01509,435.6983129,-8.641076797,3.289157444,-2.627139912,NA,NA
K01511,996.8023013,-3.810173157,1.934934858,-1.969148027,NA,NA
K01514,741.5668525,0.949039933,2.47463465,0.38350709,NA,NA
K01518,720.4087376,-2.920165719,3.145888079,-0.928248446,NA,NA
K01519,595.6846135,-1.932787204,1.987964074,-0.972244533,NA,NA
K01523,165.4721041,-0.684205099,2.898239288,-0.236076125,NA,NA
K01525,100.0073926,4.179921698,2.693833723,1.551662844,NA,NA
K01531,542.2527311,7.875260162,1.994422951,3.948640964,NA,NA
K01551,1100.469918,-2.478872299,1.707536417,-1.45172441,NA,NA
K01569,330.61336,0.627865819,1.530788139,0.410158534,NA,NA
K01578,168.6696755,7.208741924,2.644217228,2.726229089,NA,NA
K01597,491.3320659,-1.376213784,2.36127576,-0.582826372,NA,NA
K01646,1217.395098,3.734238964,1.49341419,2.50047106,NA,NA
K01656,54.53180067,-3.600486724,2.215319825,-1.625267234,NA,NA
K01663,8363.615359,2.371416266,2.008684285,1.180581878,NA,NA
K01724,59.87726787,-22.70295673,3.907222362,-5.810510544,NA,NA
K01763,577.0670522,-2.474311442,2.296070815,-1.077628541,NA,NA
K01836,81.48202155,-5.298593809,2.502487056,-2.117331155,NA,NA
K01855,128.9479152,-1.247499138,3.510897026,-0.355322053,NA,NA
K01878,222.0727125,-8.395092387,3.732926623,-2.24893046,NA,NA
K01906,136.2439125,4.285606921,2.107739469,2.033271656,NA,NA
K01916,1812.170515,0.828189773,1.285033402,0.644488907,NA,NA
K01931,121.7781941,-6.875171059,2.598320652,-2.646005624,NA,NA
K01941,454.3685028,-6.256621944,1.873201329,-3.340069136,NA,NA
K02021,4192.827393,-2.160004888,0.992678074,-2.175936937,NA,NA
K02042,61.09140894,-3.348399089,2.563567065,-1.306148427,NA,NA
K02062,237.7454763,6.674110519,2.673670913,2.496234853,NA,NA
K02076,364.932917,2.54811609,2.214232931,1.150789537,NA,NA
K02077,396.3210127,5.613065589,1.957409077,2.867599653,NA,NA
K02079,96.35988376,-3.770133186,3.737725234,-1.008670501,NA,NA
K02100,311.8675554,5.365549796,2.226711561,2.409629468,NA,NA
K02106,1939.168406,2.116897583,1.273451292,1.662331019,NA,NA
K02128,216.547328,-4.512241291,1.765703402,-2.555492211,NA,NA
K02144,34.48499385,-21.96268238,3.907559334,-5.620562736,NA,NA
K02145,5176.026807,-1.264015387,1.277676773,-0.989307635,NA,NA
K02146,524.6554836,2.729918934,2.274329538,1.200318111,NA,NA
K02148,547.7426757,-2.181519546,3.616878633,-0.603149779,NA,NA
K02167,8297.26937,-2.586413542,1.285245761,-2.012388309,NA,NA
K02170,386.3276266,-1.108954617,1.87358807,-0.591888172,NA,NA
K02173,485.2643128,-0.64545143,2.213175903,-0.291640366,NA,NA
K02191,346.1297562,-7.973490356,2.856662288,-2.791191101,NA,NA
K02192,274.1749033,25.26765559,3.877853335,6.515887375,NA,NA
K02193,121.6162572,2.83723996,2.778410173,1.021173903,NA,NA
K02200,275.5934959,3.940575137,2.627734629,1.499609242,NA,NA
K02243,167.8931425,-1.406456332,3.196224574,-0.440036768,NA,NA
K02259,594.3287919,-3.701586603,3.256217769,-1.136774892,NA,NA
K02260,190.0900405,-4.548586407,2.99648055,-1.517976283,NA,NA
K02261,251.7215615,-4.352614244,3.055900694,-1.42433105,NA,NA
K02263,573.2834723,2.918851607,1.559722286,1.871391871,NA,NA
K02268,259.8723593,-5.390683164,2.197150117,-2.453488781,NA,NA
K02270,737.2885487,-5.172786319,1.73852944,-2.975380342,NA,NA
K02293,154.9182248,-24.0026423,3.906941596,-6.143588716,NA,NA
K02330,223.0906054,-24.49586263,3.906887539,-6.269917521,NA,NA
K02342,22562.80205,3.653752694,1.022468353,3.573462868,NA,NA
K02349,1011.77976,2.918575674,2.279073018,1.280597704,NA,NA
K02350,5399.244249,-8.007703536,2.087713488,-3.835633377,NA,NA
K02353,1238.935348,-4.952699842,2.180987069,-2.270852456,NA,NA
K02366,16452.5896,5.683078894,3.034321255,1.8729325,NA,NA
K02374,576.3045318,-5.645372593,2.577954478,-2.18986512,NA,NA
K02391,406.9948359,-5.722038095,2.653556015,-2.156366047,NA,NA
K02424,2839.290668,-0.161631245,1.130865041,-0.142927086,NA,NA
K02446,2071.759813,-2.350608093,2.26262487,-1.038885466,NA,NA
K02454,50.2105065,-2.30625485,3.118087011,-0.739637746,NA,NA
K02459,153.9673872,2.031472648,1.753399111,1.158591125,NA,NA
K02475,55.85724887,1.570133915,3.326581056,0.47199629,NA,NA
K02509,531.5207737,-7.906727802,2.977741361,-2.655276884,NA,NA
K02513,57.10210082,-8.535628181,3.907244609,-2.184564581,NA,NA
K02531,2973.373096,6.447050614,2.273788435,2.8353784,NA,NA
K02547,2163.723086,2.838701378,1.348360471,2.105298575,NA,NA
K02571,32.85185193,-7.738164314,3.907598775,-1.980286299,NA,NA
K02572,41.12313181,-2.235845608,2.403675507,-0.930177805,NA,NA
K02588,173.1960497,10.73487268,3.553558447,3.020879729,NA,NA
K02599,285.0979213,-24.83171327,3.906860822,-6.35592472,NA,NA
K02602,2116.539235,1.450529796,2.416448761,0.600273351,NA,NA
K02603,942.8997374,-8.486924604,2.371289133,-3.579034072,NA,NA
K02607,427.0443679,6.233318913,1.657197099,3.761362434,NA,NA
K02613,1047.764006,-0.750590101,2.207834896,-0.33996659,NA,NA
K02620,170.8031801,5.943379747,3.73595251,1.590860626,NA,NA
K02636,574.5208565,1.570751275,2.080843865,0.754862631,NA,NA
K02639,81.82039333,-2.82565712,3.544173147,-0.797268362,NA,NA
K02652,17006.9726,1.545963038,0.89927858,1.719114713,NA,NA
K02658,746.0144816,-1.033303056,1.815596305,-0.569125996,NA,NA
K02668,1585.786984,-9.206208477,2.780565282,-3.310912546,NA,NA
K02673,150.8796924,-23.86860894,3.719819477,-6.416604108,NA,NA
K02685,191.6149271,10.8815349,3.907168381,2.785018161,NA,NA
K02703,395.6586239,-5.029679557,2.740333509,-1.835426068,NA,NA
K02718,167.4020293,-2.972155719,1.995164757,-1.48967934,NA,NA
K02729,318.1384027,1.414026494,2.357132105,0.599892764,NA,NA
K02732,2255.214302,6.482438413,1.822229146,3.557422197,NA,NA
K02733,2234.122297,-3.397241596,2.484227256,-1.367524483,NA,NA
K02735,722.7052424,-1.6139312,2.007626587,-0.803900093,NA,NA
K02741,85.93923099,-6.612840848,3.817676572,-1.732163719,NA,NA
K02745,73.04730125,-8.2103809,3.907141044,-2.101378171,NA,NA
K02768,1323.828192,-3.395315901,1.910545399,-1.777144842,NA,NA
K02779,37.98118332,-2.253241084,3.161486167,-0.712715782,NA,NA
K02788,387.9965435,-3.818637264,1.545519729,-2.470778724,NA,NA
K02803,258.6535488,-7.496333841,3.578297524,-2.094944255,NA,NA
K02817,656.6921394,-5.472142528,1.843450998,-2.968423101,NA,NA
K02865,663.6164518,-5.695458143,1.682327298,-3.385463787,NA,NA
K02873,5835.551806,-8.581548887,1.811544367,-4.737145303,NA,NA
K02880,958.0499479,-2.907958761,1.711267538,-1.699301071,NA,NA
K02885,450.6361051,3.738889425,2.430595785,1.538260474,NA,NA
K02889,531.9002252,2.504799114,1.446938529,1.731102644,NA,NA
K02891,254.0921093,4.666074649,1.94995347,2.392915893,NA,NA
K02901,112.498256,-4.459796616,2.68067976,-1.663681235,NA,NA
K02912,447.6829486,6.11678074,2.899922129,2.109291377,NA,NA
K02920,100.8288624,-4.484579102,2.109716645,-2.1256784,NA,NA
K02927,36.0079074,-1.469082017,3.734617381,-0.393368816,NA,NA
K02942,165.6734604,-4.684914274,1.761157939,-2.660132956,NA,NA
K02957,204.9628446,-3.298591,2.318940432,-1.422456116,NA,NA
K02958,185.9008281,0.035339929,1.848618721,0.019116938,NA,NA
K02989,313.1753976,-3.91436575,1.737861608,-2.252403605,NA,NA
K02997,386.761038,-1.300114449,1.655929043,-0.785126908,NA,NA
K02999,2484.753795,3.587541114,3.72514441,0.96306095,NA,NA
K03012,85.11042279,-9.111480492,3.907086668,-2.332039513,NA,NA
K03032,79.72399271,-6.766657342,3.037002264,-2.228071221,NA,NA
K03039,686.4093288,-0.592624439,2.011782979,-0.294576724,NA,NA
K03061,411.6519019,-9.724926473,3.41942986,-2.844019872,NA,NA
K03062,548.4770044,-7.022364069,1.426831536,-4.921649048,NA,NA
K03063,124.6432632,1.006695264,3.316887927,0.303505963,NA,NA
K03077,5205.590163,3.76955511,1.559860821,2.416597083,NA,NA
K03112,528.931425,0.810862975,1.669742416,0.485621595,NA,NA
K03128,875.4732644,-11.51206109,2.505654521,-4.594432711,NA,NA
K03132,54.48843507,-8.468114045,3.9072676,-2.167272609,NA,NA
K03145,637.1617699,-0.354824839,2.477174536,-0.143237723,NA,NA
K03158,257.1884131,4.8279732,2.520003094,1.915860029,NA,NA
K03166,138.3197444,-7.366140955,3.821489438,-1.927557586,NA,NA
K03167,55.24549154,-6.377971016,3.84696567,-1.65792252,NA,NA
K03171,305.624871,-7.93609577,2.183907182,-3.633897923,NA,NA
K03173,1021.020332,-4.783715836,2.585944055,-1.849891465,NA,NA
K03199,175.1876582,-1.950616134,1.514401168,-1.288044525,NA,NA
K03207,117.9219781,3.759866007,2.019629787,1.861660999,NA,NA
K03232,224.054676,-2.806434195,2.612501488,-1.074232573,NA,NA
K03233,470.2887969,-4.989365279,1.70668987,-2.923416472,NA,NA
K03235,79.31626232,-7.013557621,2.985001893,-2.349599053,NA,NA
K03238,496.0199962,1.726490482,1.3437476,1.284832421,NA,NA
K03250,1387.77867,-9.06214814,2.011846512,-4.504393394,NA,NA
K03255,1255.810759,-4.403006212,1.831063891,-2.404616373,NA,NA
K03259,453.017126,-1.682133327,2.322577263,-0.724252904,NA,NA
K03285,425.2891519,-0.13522388,1.635579702,-0.082676423,NA,NA
K03325,133.9734391,-3.849195681,2.239286732,-1.718938279,NA,NA
K03331,340.6016929,-9.566954823,3.351093706,-2.854875352,NA,NA
K03347,1723.246039,0.878650928,1.422640745,0.617619685,NA,NA
K03362,578.0143506,-4.971260289,2.403283611,-2.068528352,NA,NA
K03367,10306.33697,-4.369080492,1.300454381,-3.359656868,NA,NA
K03372,978.6131078,-12.63489504,2.440284645,-5.177631659,NA,NA
K03374,388.8189216,-6.956425828,2.151735729,-3.232936896,NA,NA
K03404,1236.401499,-1.31139479,3.076243392,-0.426297475,NA,NA
K03454,142.8857653,1.928459724,3.410509887,0.565446161,NA,NA
K03489,274.1040968,-2.254447554,1.586908153,-1.420654087,NA,NA
K03511,604.4934894,-8.355874562,1.497378726,-5.580334767,NA,NA
K03523,2435.040235,0.065285744,1.081376203,0.060372832,NA,NA
K03566,233.5676413,-1.02926458,2.57062233,-0.400395098,NA,NA
K03576,940.681141,2.7123455,1.921035575,1.411918413,NA,NA
K03583,251.0214667,-7.847866821,3.543245971,-2.214880616,NA,NA
K03586,170.3300368,-3.272238596,2.008997125,-1.628792075,NA,NA
K03626,362.1885524,3.840269322,1.83340816,2.094606867,NA,NA
K03635,757.9628295,5.110222112,2.006436183,2.546914851,NA,NA
K03662,4851.915859,-9.651537627,1.978774339,-4.877533247,NA,NA
K03678,539.4221618,-25.70220811,3.906815498,-6.578812878,NA,NA
K03694,15541.60829,-0.584167712,1.140495857,-0.512205028,NA,NA
K03707,686.7420289,2.565376884,1.390830887,1.844492317,NA,NA
K03721,106.5266724,5.852838371,2.049411458,2.855863008,NA,NA
K03728,1693.931823,-2.485063375,1.781626455,-1.394828511,NA,NA
K03754,107.2769716,-9.445451113,3.672395316,-2.572013713,NA,NA
K03792,72.45326638,-8.879167284,3.601841501,-2.465174351,NA,NA
K03817,403.6340755,-0.946977897,1.738738961,-0.544634887,NA,NA
K03818,728.9853828,-2.617942182,1.600067388,-1.636144953,NA,NA
K03834,86.28499052,-3.476707166,2.208649862,-1.574132336,NA,NA
K03844,686.5682298,-0.107069141,1.882617216,-0.056872497,NA,NA
K03847,93.02405564,-9.239718254,3.64028958,-2.538182211,NA,NA
K03850,80.58784171,-3.385735191,1.881260962,-1.799715861,NA,NA
K03853,1242.507281,-8.548497741,2.179762323,-3.921756812,NA,NA
K03859,744.4861139,-3.592348656,2.255559087,-1.592664398,NA,NA
K03860,506.9658765,-1.115099581,3.216770917,-0.346651847,NA,NA
K03870,359.3210708,-10.62153439,3.906841003,-2.718701472,NA,NA
K03901,91.4161194,-22.4571934,3.907064612,-5.747842851,NA,NA
K03909,3702.310525,-28.34155842,3.906772092,-7.254469356,NA,NA
K03936,374.0062151,-2.478134711,2.623663147,-0.944532348,NA,NA
K03942,146.0619436,1.759734194,3.232470262,0.544393003,NA,NA
K03946,64.47293359,3.738993995,3.559820585,1.050332146,NA,NA
K03950,1671.605815,-2.012892128,1.786433851,-1.126765554,NA,NA
K03951,32.15902652,-21.86143721,3.9076168,-5.59457038,NA,NA
K03952,216.0084834,-9.491889474,2.727908799,-3.479547952,NA,NA
K03959,152.4573204,-23.98051504,3.906944453,-6.13792065,NA,NA
K03963,95.91665363,3.012364884,2.581725655,1.166802862,NA,NA
K03964,78.69021674,2.981354454,2.690799815,1.107980771,NA,NA
K03985,592.5556223,-0.700129235,2.887556573,-0.242464249,NA,NA
K04032,1251.172114,0.756383017,1.604032243,0.471551005,NA,NA
K04062,73.70998398,-3.834105208,3.603513143,-1.063990904,NA,NA
K04093,216.6456277,1.282964951,3.382468186,0.379298453,NA,NA
K04119,335.9450595,0.477587255,1.614855648,0.295746097,NA,NA
K04270,432.3048368,-9.320702379,2.657704873,-3.507049437,NA,NA
K04276,228.8466514,-24.53343377,3.906884449,-6.279539129,NA,NA
K04306,205.5383109,-0.341538597,3.090001712,-0.110530229,NA,NA
K04343,122.2436828,-1.750927303,1.934078759,-0.905303,NA,NA
K04344,81.5747496,-7.296646898,3.416034405,-2.135999241,NA,NA
K04364,296.3796065,1.471513821,2.24393115,0.655774942,NA,NA
K04370,752.149846,1.833028264,2.547955045,0.719411541,NA,NA
K04388,1805.51735,0.836774103,2.424388514,0.345148518,NA,NA
K04391,444.8181942,-4.67216759,2.020801342,-2.312037059,NA,NA
K04398,520.6553344,2.024781689,1.542753256,1.312446875,NA,NA
K04412,110.3594964,2.742801346,3.475639137,0.789150207,NA,NA
K04420,7116.423215,-6.646061099,3.289993247,-2.020083508,NA,NA
K04421,475.2514677,-6.373523623,1.809551019,-3.522157462,NA,NA
K04431,138.5388721,-2.276917469,3.32623499,-0.684532956,NA,NA
K04449,1063.156413,-2.870339285,1.535989497,-1.86872325,NA,NA
K04452,418.2160721,-5.705822804,2.93501163,-1.944054581,NA,NA
K04453,1304.891929,-2.007272258,1.505277098,-1.3334902,NA,NA
K04457,335.937655,-1.126712931,1.716662015,-0.656339408,NA,NA
K04465,83.4399102,2.216700404,3.728100457,0.594592455,NA,NA
K04491,318.9651511,6.563214902,3.446006897,1.904585539,NA,NA
K04493,601.9831446,-9.819669841,3.144110157,-3.123195229,NA,NA
K04501,400.538436,-5.865270075,2.062636874,-2.843578601,NA,NA
K04505,462.3109787,-6.028524552,2.786016842,-2.163850721,NA,NA
K04507,43.80045641,-4.769817387,3.777972173,-1.262533753,NA,NA
K04511,420.624099,2.160168457,1.796756302,1.202260125,NA,NA
K04515,1847.791039,-0.06893463,1.431952818,-0.048140294,NA,NA
K04522,333.2705477,0.316024943,2.011704308,0.157093138,NA,NA
K04531,305.9786051,2.659631719,3.34425127,0.795284655,NA,NA
K04554,510.964132,-7.537742222,2.164493417,-3.48245098,NA,NA
K04555,70.50054952,-8.839816202,3.907153379,-2.262469718,NA,NA
K04561,553.3804059,2.224623106,1.321174546,1.683822258,NA,NA
K04594,323.2513449,5.801708391,3.036265702,1.910803915,NA,NA
K04602,62.08261366,-22.66386638,3.907206085,-5.800530067,NA,NA
K04626,510.9987503,-9.175750852,2.95048655,-3.109911094,NA,NA
K04636,474.8946314,-7.062179906,2.085567526,-3.386214935,NA,NA
K04644,277.5724478,0.573722746,2.351155807,0.244017323,NA,NA
K04645,255.1707966,-3.000063765,2.259994141,-1.327465285,NA,NA
K04653,300.3728769,4.000090732,1.677454328,2.384619756,NA,NA
K04654,541.5718625,-2.836054474,1.827932546,-1.551509371,NA,NA
K04662,15112.9709,-6.883720613,1.565516881,-4.397091272,NA,NA
K04680,198.5207259,-3.660626767,2.181752322,-1.677837915,NA,NA
K04699,150.9209319,-7.813790647,2.99787143,-2.606446216,NA,NA
K04725,572.0911023,-1.998422443,2.084308634,-0.958793918,NA,NA
K04726,118.5930727,-7.488977113,3.846691336,-1.94686198,NA,NA
K04727,62.60054359,-2.080541757,3.732376749,-0.5574308,NA,NA
K04764,14408.72471,-2.776635358,1.327839388,-2.091092781,NA,NA
K04784,65.65919052,-5.193987553,2.625928962,-1.977961943,NA,NA
K04862,292.6139887,-7.675043443,3.558611554,-2.156752241,NA,NA
K04906,117.0535967,-23.62115322,3.906998818,-6.045856251,NA,NA
K04916,568.6274204,-1.629557092,1.411131012,-1.154787952,NA,NA
K04936,80.46163952,-2.854295001,2.951745267,-0.966985543,NA,NA
K05021,604.2591838,2.836392962,1.519772436,1.866327415,NA,NA
K05026,2015.468584,-3.421272868,1.71938337,-1.989825497,NA,NA
K05034,905.2347303,-10.99103574,3.725240774,-2.950422915,NA,NA
K05071,92.41658842,-7.041537201,2.527459068,-2.786014338,NA,NA
K05080,1071.592152,-10.00453034,2.432235923,-4.113305886,NA,NA
K05085,182.3452959,-9.642139795,3.906915154,-2.467967543,NA,NA
K05087,655.3446934,-9.544881114,3.283826012,-2.906634237,NA,NA
K05089,123.6395549,-9.650225424,3.824627227,-2.523180653,NA,NA
K05096,116.430338,-23.61375692,3.907000075,-6.043961215,NA,NA
K05105,287.9952942,-5.924027608,2.859106519,-2.071985625,NA,NA
K05110,130.9375681,1.853035036,2.570038957,0.721014376,NA,NA
K05119,300.3548666,0.961055784,1.628626518,0.590102011,NA,NA
K05127,163.7542135,5.571841701,3.041606809,1.831874417,NA,NA
K05140,536.1249488,-24.8019237,3.039749907,-8.159198768,NA,NA
K05156,401.5250892,-0.944571614,3.725665252,-0.253530994,NA,NA
K05169,87.26933168,-2.193192214,2.286554165,-0.95916915,NA,NA
K05230,238.4046971,-4.512661875,2.003155246,-2.252776905,NA,NA
K05258,762.0071221,-25.33333828,3.906800666,-6.484420488,NA,NA
K05275,1898.190009,2.060787259,1.378098587,1.495384494,NA,NA
K05285,1770.333835,-10.63091081,2.258682629,-4.706686401,NA,NA
K05287,225.7516596,-6.742584565,2.351114918,-2.86782433,NA,NA
K05288,111.2948756,2.374396257,2.296039673,1.034126842,NA,NA
K05291,141.1602941,1.297133782,3.272642793,0.396356665,NA,NA
K05294,46.90137802,-6.592963948,3.870477488,-1.703398087,NA,NA
K05296,184.1790116,-2.530257132,2.46420724,-1.026803708,NA,NA
K05297,512.4148947,-5.556392203,2.09384548,-2.653678247,NA,NA
K05309,72.97156028,-6.826182245,3.040247544,-2.245271856,NA,NA
K05310,386.1645058,1.931987839,2.170423246,0.890143359,NA,NA
K05311,2218.233029,1.512442168,1.106776977,1.366528396,NA,NA
K05361,186.9570789,4.149879225,1.921535841,2.159667874,NA,NA
K05374,422.7790483,11.90317201,2.553259027,4.661952383,NA,NA
K05402,269.7845525,2.109686228,2.535216516,0.832152289,NA,NA
K05464,100.6473492,-6.694945444,2.948707926,-2.270467476,NA,NA
K05466,477.6781783,-25.5326956,3.705985852,-6.889582591,NA,NA
K05467,209.4381884,-23.64371814,3.90689557,-6.051791689,NA,NA
K05527,1488.825721,-9.954677363,2.423777047,-4.107092843,NA,NA
K05542,249.7982224,-8.557819159,3.440525505,-2.487358151,NA,NA
K05556,171.3358302,10.59875149,2.994788285,3.539065362,NA,NA
K05596,119.5028442,6.632863316,3.275499189,2.024993118,NA,NA
K05607,383.0131265,-10.60461123,3.906836284,-2.714373077,NA,NA
K05623,232.5810343,-2.089236776,2.669391015,-0.782664197,NA,NA
K05625,192.2664786,1.389119931,3.475033847,0.399742849,NA,NA
K05626,577.6577455,0.047947341,1.812267224,0.026457103,NA,NA
K05633,666.0631289,-3.206293116,2.690341367,-1.191779287,NA,NA
K05634,261.0820197,-0.721566714,3.467624179,-0.20808677,NA,NA
K05639,705.5263789,-5.155644659,2.826806771,-1.823840495,NA,NA
K05647,42.64819283,-5.999691419,3.847118579,-1.559528591,NA,NA
K05648,303.9567498,-0.411762603,2.38139189,-0.172908375,NA,NA
K05657,467.9581516,0.822088011,3.327037714,0.247093085,NA,NA
K05658,384.6618162,-1.262124254,2.25655888,-0.559313681,NA,NA
K05661,95.11358783,2.54891922,2.993394691,0.851514579,NA,NA
K05662,701.5957513,2.988001865,2.084928886,1.4331433,NA,NA
K05665,337.4498256,-4.212157447,2.63129718,-1.600791229,NA,NA
